song_id,cleaned_lyrics
NATURE,bitch im a bitch im a bitch im a bitch yeah i got the lesson watch where you desire but i took the message and i threw it in my fire i wanna see a electric i wanna cross the wire i could say im finished but i cant im not a liar all these signs aint saying dont keep moving away dont keep moving away but i cant im sick my blood my bones my brain dont keep moving away dont keep moving away but i cant im sick my
NATURE,nature is just in my nature nature is just in my nature nature nature angel in the back seat demon in the driver i could tell them stop but im preaching to the choir constantly im timid from what i admire i want nothing more but i gotta spend the tires all these signs they say dont keep moving now we dont keep moving now we but i cant say my goodbye
NATURE,dont keep moving away dont keep moving away but i cant dissemire all these sides are insane dont keep moving away dont keep moving away but i cant dissemire dont keep moving away youre nature its just imagine nature is just in my nature
NATURE,dont keep moving away dont keep moving away but i cant listen my blood my bones my brain dont keep moving away dont keep moving away but i cant listen my blood my bones my blood my bones my blood
Nelly Furtado - Maneater,take it back take it back take it back everybody look at me me i walk in the door you start to scream me come on everybody what you hear move your body around like a limbo everybody gets your name to crack a ground all your crazy people come on jump a ground i wanna see you all like you need
Nelly Furtado - Maneater,sneak either wanna feel it me or me im a man in a makeup rock heart make it spin hard make you want ball hello shes a man in a makeup rock cause make it touch cause make it ball whos you love shes a man in a makeup rock heart make it spin hard make you want ball hello shes a man in a makeup rock cause make your gut come cause we should never be so sad at all and wish you wont see whats the passion oh wait shes talking shes talking she cant hear me
Nelly Furtado - Maneater,when she has a son that what she means even if you never just see everybody get your naked crap go round all your crazy people come on jump go round get away they think they keep you by your side because shes such a love you love your own time go on bro but itll make you work hard make it spend hard make you want oh oh oh oh oh shes a man itll make you work hard make it cut your cut make it fall shes a man itll make you work hard
Nelly Furtado - Maneater,make you want more shes a man itll make you mad cause make you cry cause make you fall you love
Nelly Furtado - Maneater,shes a madty richie wigglin fuck rick is madin fuck fuck b lawsuits shes a madty hes a rockist z hello never ever met her at all u wish it never ever met shes a madty u wish she never ever met her at all shes a madty so bitch you wish it one day better than you you wish it one day better than you you wish it one day better than you
Nelly Furtado - Maneater,im in a rather world like that wasnt me that you liked it im in a rather world like that wasnt me that you liked it im in a rather world like that wasnt me that you liked it
